,us_state,county,CaseCount,Population
1719,NC,Cleveland,467,485022
1720,NC,Cumberland,1091,1661184
1721,NC,Edgecombe,278,270088
1722,NC,Cherokee,197,137077
1723,NC,Buncombe,1204,1260091
1724,NC,Bladen,187,170340
1725,NC,Cabarrus,701,982935
1726,NC,Alexander,194,185256
1727,NC,Avery,92,87612
1728,NC,Warren,116,100959
1729,NC,New Hanover,867,1101820
1730,NC,Henderson,571,560261
1731,NC,Perquimans,71,67507
1732,NC,Moore,479,470832
1733,NC,Hertford,96,121681
1734,NC,Jackson,166,208937
1735,NC,Union,630,1109791
1736,NC,Mecklenburg,2394,5168455
1737,NC,Alleghany,77,54610
1738,NC,Carteret,424,343459
1739,NC,Craven,566,516800
1740,NC,Franklin,311,319013
1741,NC,Dare,206,177016
1742,NC,Gaston,1091,1069307
1743,NC,Currituck,127,126156
1744,NC,Davie,237,208663
1745,NC,Davidson,953,820032
1746,NC,Caldwell,456,408908
1747,NC,Caswell,145,114128
1748,NC,Burke,503,447523
1749,NC,Bertie,108,99520
1750,NC,Beaufort,279,236506
1751,NC,Alamance,728,790645
1752,NC,Anson,119,127618
1753,NC,Wilson,381,406410
1754,NC,Pamlico,112,63923
1755,NC,Nash,439,470429
1756,NC,Lenoir,294,288896
1757,NC,Hoke,165,262586
1758,NC,Stokes,304,230573
1759,NC,Scotland,218,177413
1760,NC,Harnett,517,642623
1761,NC,Robeson,580,670520
1762,NC,Jones,56,48845
1763,NC,Person,197,196267
1764,NC,Rutherford,375,332682
1765,NC,Pasquotank,182,197306
1766,NC,Montgomery,139,136873
1767,NC,Macon,207,170501
1768,NC,Hyde,24,27385
1769,NC,Guilford,1932,2590641
1770,NC,Madison,118,106412
1771,NC,Northampton,117,102113
1772,NC,Lincoln,374,402517
1773,NC,Iredell,677,848773
1774,NC,Pender,281,287724
1775,NC,Mitchell,94,75474
1776,NC,Pitt,530,881329
1777,NC,Rowan,724,694504
1778,NC,Swain,82,71006
1779,NC,Randolph,770,713766
1780,NC,Onslow,616,964230
1781,NC,Halifax,287,261298
1782,NC,Haywood,414,299161
1783,NC,Greene,107,105046
1784,NC,Granville,287,292013
1785,NC,Rockingham,568,457565
1786,NC,Martin,153,116234
1787,NC,Graham,52,43023
1788,NC,McDowell,290,225071
1789,NC,Yadkin,192,188851
1790,NC,Stanly,305,304128
1791,NC,Lee,262,298959
1792,NC,Tyrrell,21,20569
1793,NC,Vance,220,222334
1794,NC,Washington,77,61608
1795,NC,Yancey,108,87982
1796,NC,Wayne,582,621386
1797,NC,Surry,460,361189
1798,NC,Wilkes,377,342363
1799,NC,Sampson,313,318098
1800,NC,Richmond,227,227192
1801,NC,Johnston,794,930440
1802,ND,McKenzie,21,58323
1803,ND,Stark,69,151704
1804,ND,Wells,21,20470
1805,ND,Dickey,18,25142
1806,ND,Emmons,16,16941
1807,ND,Ward,190,344817
1808,ND,Rolette,70,73390
1809,ND,Walsh,54,54419
1810,ND,Ramsey,45,57880
1811,ND,Stutsman,82,105485
1812,ND,Sargent,20,19423
1813,ND,Richland,72,81495
1814,ND,Pembina,32,35233
1815,ND,Nelson,20,14788
1816,ND,Cavalier,16,19146
1817,ND,Sheridan,Data Suppressed,6669
1818,ND,Steele,Data Suppressed,9566
1819,ND,Slope,Data Suppressed,3877
1820,ND,Towner,Data Suppressed,11300
1821,ND,Sioux,Data Suppressed,22140
1822,ND,Traill,30,40243
1823,ND,Williams,89,164544
1824,ND,McLean,54,47963
1825,ND,Pierce,18,21389
1826,ND,Mountrail,33,49875
1827,ND,Mercer,44,43171
1828,ND,Renville,Data Suppressed,12715
1829,ND,Morton,100,150555
1830,ND,Oliver,Data Suppressed,9458
1831,ND,Ransom,22,27064
1832,ND,Barnes,46,54748
1833,ND,Grant,Data Suppressed,11921
1834,ND,Burleigh,303,461831
1835,ND,Golden Valley,Data Suppressed,9198
1836,ND,McHenry,22,29726
1837,ND,Griggs,Data Suppressed,11380
1838,ND,Logan,Data Suppressed,9664
1839,ND,McIntosh,Data Suppressed,13420
1840,ND,Adams,Data Suppressed,11852
1841,ND,Billings,Data Suppressed,4645
1842,ND,Benson,22,34366
1843,ND,Bowman,Data Suppressed,16113
1844,ND,Eddy,Data Suppressed,11619
1845,ND,Dunn,Data Suppressed,21743
1846,ND,Burke,Data Suppressed,11270
1847,ND,Bottineau,36,33272
1848,ND,Cass,449,852330
1849,ND,Grand Forks,226,350331
1850,ND,Divide,Data Suppressed,11888
1851,ND,Hettinger,Data Suppressed,13006
1852,ND,Foster,Data Suppressed,16589
1853,ND,Kidder,Data Suppressed,12297
1854,ND,LaMoure,Data Suppressed,20538
1855,OH,Holmes,106,219007
1856,OH,Geauga,333,469630
1857,OH,Putnam,116,170184
1858,OH,Noble,63,72538
1859,OH,Wayne,400,580472
1860,OH,Huron,237,292605
1861,OH,Fulton,156,211449
1862,OH,Medina,647,881764
1863,OH,Van Wert,118,141473
1864,OH,Fairfield,582,757553
1865,OH,Warren,768,1119891
1866,OH,Mahoning,1003,1160065
1867,OH,Miami,442,520976
1868,OH,Harrison,71,76962
1869,OH,Delaware,492,965597
1870,OH,Columbiana,511,523305
1871,OH,Montgomery,2521,2662067
1872,OH,Hocking,137,142741
1873,OH,Knox,282,305039
1874,OH,Monroe,77,71164
1875,OH,Union,180,273824
1876,OH,Stark,1756,1870909
1877,OH,Lake,1092,1149824
1878,OH,Portage,651,811985
1879,OH,Hamilton,3383,4048688
1880,OH,Madison,192,218785
1881,OH,Mercer,160,203687
1882,OH,Greene,586,824972
1883,OH,Hancock,285,378097
1884,OH,Auglaize,176,228946
1885,OH,Defiance,165,191797
1886,OH,Ottawa,200,203813
1887,OH,Ashland,224,266790
1888,OH,Wood,414,647984
1889,OH,Darke,209,259652
1890,OH,Marion,371,327424
1891,OH,Pike,186,141405
1892,OH,Perry,205,179896
1893,OH,Morrow,202,174617
1894,OH,Preble,245,206709
1895,OH,Ross,452,385601
1896,OH,Morgan,89,73809
1897,OH,Paulding,103,94745
1898,OH,Richland,609,607829
1899,OH,Belmont,352,344415
1900,OH,Franklin,3958,6285350
1901,OH,Jefferson,385,336825
1902,OH,Erie,384,377119
1903,OH,Henry,125,137311
1904,OH,Highland,209,215166
1905,OH,Logan,234,226574
1906,OH,Jackson,200,163045
1907,OH,Champaign,199,195028
1908,OH,Gallia,177,151680
1909,OH,Hardin,145,157973
1910,OH,Guernsey,255,197050
1911,OH,Lorain,1321,1527191
1912,OH,Trumbull,1093,1016669
1913,OH,Fayette,165,143241
1914,OH,Pickaway,293,285363
1915,OH,Vinton,90,65719
1916,OH,Lawrence,371,305096
1917,OH,Allen,478,520592
1918,OH,Ashtabula,559,492921
1919,OH,Clinton,217,209270
1920,OH,Carroll,153,139069
1921,OH,Adams,176,139771
1922,OH,Coshocton,180,182961
1923,OH,Clermont,935,1011056
1924,OH,Cuyahoga,5342,6290537
1925,OH,Seneca,224,278012
1926,OH,Shelby,181,244519
1927,OH,Tuscarawas,410,463062
1928,OH,Wyandot,99,111054
1929,OH,Summit,2202,2709066
1930,OH,Clark,779,678042
1931,OH,Athens,236,328444
1932,OH,Butler,1465,1880489
1933,OH,Crawford,242,211269
1934,OH,Brown,296,218907
1935,OH,Muskingum,483,429835
1936,OH,Williams,170,185299
1937,OH,Washington,398,304553
1938,OH,Sandusky,267,297747
1939,OH,Licking,798,854162
1940,OH,Lucas,1729,2168145
1941,OH,Scioto,455,384526
1942,OH,Meigs,127,116138
1943,OK,Texas,39,107171
1944,OK,Woods,27,45726
1945,OK,Cleveland,743,1371989
1946,OK,Woodward,60,105853
1947,OK,Washita,38,57801
1948,OK,Grant,20,22274
1949,OK,Blaine,38,48464
1950,OK,Delaware,212,209446
1951,OK,Coal,24,28315
1952,OK,Caddo,124,147331
1953,OK,Ellis,20,20540
1954,OK,Garfield,242,312424
1955,OK,Alfalfa,26,29377
1956,OK,Beckham,79,114866
1957,OK,Tillman,29,37964
1958,OK,Garvin,148,138719
1959,OK,Bryan,215,225721
1960,OK,Custer,104,146230
1961,OK,Comanche,414,617388
1962,OK,Craig,83,72853
1963,OK,Carter,227,242314
1964,OK,Haskell,67,63715
1965,OK,Atoka,77,69434
1966,OK,Adair,109,110789
1967,OK,Cherokee,208,242180
1968,OK,Creek,392,354743
1969,OK,Canadian,396,665093
1970,OK,Choctaw,75,74793
1971,OK,Grady,212,271764
1972,OK,Noble,45,57173
1973,OK,Jackson,79,128084
1974,OK,Lincoln,156,173593
1975,OK,Pushmataha,58,55604
1976,OK,Payne,218,405224
1977,OK,Kingfisher,57,77550
1978,OK,Dewey,Data Suppressed,24540
1979,OK,Hughes,87,67598
1980,OK,Harper,22,19308
1981,OK,Greer,37,30029
1982,OK,Harmon,20,13815
1983,OK,Cimarron,Data Suppressed,11101
1984,OK,Beaver,Data Suppressed,27314
1985,OK,Cotton,34,30020
1986,OK,Jefferson,39,31350
1987,OK,Le Flore,234,249614
1988,OK,McCurtain,187,165323
1989,OK,McIntosh,148,99388
1990,OK,Marshall,100,81134
1991,OK,Logan,183,226767
1992,OK,Latimer,59,53017
1993,OK,McClain,166,189654
1994,OK,Rogers,375,450840
1995,OK,Pontotoc,186,191719
1996,OK,Ottawa,181,158783
1997,OK,Kay,244,225806
1998,OK,Pawnee,101,82214
1999,OK,Seminole,121,126223
2000,OK,Osage,204,236936
2001,OK,Pottawatomie,316,358230
2002,OK,Nowata,78,52241
2003,OK,Okfuskee,61,60771
2004,OK,Sequoyah,239,207024
2005,OK,Pittsburg,252,223286
2006,OK,Stephens,224,221654
2007,OK,Washington,239,259817
2008,OK,Tulsa,2213,3189716
2009,OK,Oklahoma,2598,3874311
2010,OK,Kiowa,57,45617
2011,OK,Major,40,38650
2012,OK,Muskogee,411,347251
2013,OK,Johnston,54,55239
2014,OK,Mayes,236,204751
2015,OK,Love,55,49215
2016,OK,Murray,65,69101
2017,OK,Wagoner,306,384802
2018,OK,Okmulgee,213,195525
2019,OK,Roger Mills,Data Suppressed,18613
2020,OR,Harney,19,35969
2021,OR,Wallowa,22,34306
2022,OR,Benton,187,442969
2023,OR,Deschutes,505,876500
2024,OR,Grant,27,36008
2025,OR,Josephine,506,423133
2026,OR,Hood River,58,114823
2027,OR,Klamath,293,329577
2028,OR,Clackamas,1371,2000273
2029,OR,Jefferson,78,113395
2030,OR,Lincoln,246,236338
2031,OR,Crook,113,108520
2032,OR,Lake,38,39135
2033,OR,Wasco,126,128155
2034,OR,Malheur,78,152083
2035,OR,Gilliam,Data Suppressed,9463
2036,OR,Columbia,234,251145
2037,OR,Clatsop,203,190150
2038,OR,Coos,392,314529
2039,OR,Yamhill,371,511974
2040,OR,Umatilla,251,383867
2041,OR,Tillamook,123,128940
2042,OR,Polk,270,398467
2043,OR,Lane,1215,1820307
2044,OR,Union,79,129204
2045,OR,Linn,504,605430
2046,OR,Curry,138,111948
2047,OR,Jackson,930,1058945
2048,OR,Morrow,32,55909
2049,OR,Marion,1191,1652473
2050,OR,Baker,84,79930
2051,OR,Douglas,577,537936
2052,OR,Wheeler,Data Suppressed,6729
2053,OR,Multnomah,2186,3948005
2054,OR,Washington,1235,2866815
2055,OR,Sherman,Data Suppressed,8578
2056,PA,Centre,371,802636
2057,PA,Snyder,126,201912
2058,PA,Union,139,225515
2059,PA,Susquehanna,174,208510
2060,PA,Lancaster,1784,2678207
2061,PA,Sullivan,35,31111
2062,PA,Montgomery,2904,4090564
2063,PA,Potter,79,85515
2064,PA,Warren,191,201629
2065,PA,Wayne,264,258588
2066,PA,Pike,273,277635
2067,PA,Somerset,309,377383
2068,PA,Cumberland,913,1226811
2069,PA,Bedford,227,244182
2070,PA,Indiana,310,432417
2071,PA,Tioga,196,207575
2072,PA,Monroe,743,835791
2073,PA,Washington,1080,1038415
2074,PA,Montour,86,91625
2075,PA,Schuylkill,722,722372
2076,PA,Wyoming,141,139028
2077,PA,Northumberland,468,464437
2078,PA,Venango,287,264430
2079,PA,York,1925,2210731
2080,PA,Northampton,1302,1503041
2081,PA,Westmoreland,1800,1783913
2082,PA,Cambria,598,679825
2083,PA,Bucks,2584,3128712
2084,PA,Clarion,170,194434
2085,PA,Elk,152,154331
2086,PA,Clinton,159,196502
2087,PA,Chester,1629,2572893
2088,PA,Columbia,264,332844
2089,PA,Franklin,657,765859
2090,PA,Huntingdon,186,227782
2091,PA,Philadelphia,6218,7851844
2092,PA,Perry,220,229136
2093,PA,Butler,808,930020
2094,PA,Carbon,308,319977
2095,PA,Armstrong,326,334245
2096,PA,Cameron,30,23866
2097,PA,Fayette,730,665591
2098,PA,Beaver,893,839483
2099,PA,Allegheny,5783,6143064
2100,PA,Adams,475,508437
2101,PA,Bradford,297,308201
2102,PA,Forest,45,37018
2103,PA,Blair,668,622551
2104,PA,Berks,1711,2076993
2105,PA,Crawford,433,433258
2106,PA,Juniata,108,122587
2107,PA,Clearfield,359,403125
2108,PA,Erie,1147,1388524
2109,PA,Fulton,77,72626
2110,PA,Luzerne,1613,1591403
2111,PA,McKean,202,210868
2112,PA,Lehigh,1415,1800341
2113,PA,Mercer,529,567601
2114,PA,Lawrence,529,439971
2115,PA,Lackawanna,1001,1060228
2116,PA,Greene,185,187076
2117,PA,Lycoming,536,577237
2118,PA,Jefferson,192,221656
2119,PA,Delaware,2351,2814414
2120,PA,Dauphin,1061,1366915
2121,PA,Lebanon,600,687838
2122,PA,Mifflin,237,232217
2123,RI,Newport,359,416285
2124,RI,Bristol,200,245100
2125,RI,Washington,566,631462
2126,RI,Kent,947,819812
2127,RI,Providence,2640,3168202
2128,SC,Beaufort,693,895544
2129,SC,Edgefield,93,133353
2130,SC,Aiken,630,828923
2131,SC,Jasper,96,136846
2132,SC,Newberry,147,189290
2133,SC,Barnwell,100,108984
2134,SC,Abbeville,124,123623
2135,SC,Anderson,821,969513
2136,SC,Allendale,40,46993
2137,SC,Charleston,1389,1939360
2138,SC,Clarendon,185,170658
2139,SC,Spartanburg,1243,1487572
2140,SC,Lexington,1054,1409795
2141,SC,Orangeburg,363,446002
2142,SC,Greenville,1654,2450735
2143,SC,Bamberg,83,74127
2144,SC,Chesterfield,239,230495
2145,SC,Cherokee,290,282538
2146,SC,Chester,185,162110
2147,SC,Colleton,215,187860
2148,SC,Calhoun,87,74032
2149,SC,Berkeley,788,1018206
2150,SC,Fairfield,118,114359
2151,SC,Florence,599,692829
2152,SC,Georgetown,325,306279
2153,SC,Sumter,492,536197
2154,SC,Williamsburg,164,161441
2155,SC,York,927,1257702
2156,SC,Saluda,93,101023
2157,SC,Richland,1169,2023524
2158,SC,Marlboro,142,137310
2159,SC,Union,165,138808
2160,SC,Greenwood,306,350428
2161,SC,Dorchester,527,762296
2162,SC,Lancaster,412,433010
2163,SC,Laurens,358,332740
2164,SC,Marion,163,158861
2165,SC,Horry,1698,1549160
2166,SC,McCormick,70,48496
2167,SC,Oconee,385,380028
2168,SC,Hampton,88,100071
2169,SC,Pickens,484,608032
2170,SC,Kershaw,308,318804
2171,SC,Lee,90,89254
2172,SC,Dillon,158,155167
2173,SC,Darlington,340,337275
2174,SD,Bon Homme,17,34847
2175,SD,Walworth,19,27448
2176,SD,Custer,33,42544
2177,SD,Moody,19,32401
2178,SD,Gregory,16,21026
2179,SD,Charles Mix,32,46565
2180,SD,Beadle,62,91191
2181,SD,Brown,138,193017
2182,SD,Brookings,76,168973
2183,SD,Deuel,17,21504
2184,SD,Day,30,27599
2185,SD,Butte,46,50944
2186,SD,Codington,111,139808
2187,SD,Union,58,75025
2188,SD,Hutchinson,26,36381
2189,SD,Douglas,17,14687
2190,SD,Bennett,Data Suppressed,17177
2191,SD,Brule,27,26407
2192,SD,Davison,90,99653
2193,SD,Clark,Data Suppressed,18252
2194,SD,Corson,Data Suppressed,20884
2195,SD,Campbell,Data Suppressed,6943
2196,SD,Buffalo,Data Suppressed,10253
2197,SD,Aurora,Data Suppressed,13707
2198,SD,Dewey,18,28572
2199,SD,Clay,53,69476
2200,SD,Turner,33,41203
2201,SD,Tripp,26,27385
2202,SD,Roberts,34,51217
2203,SD,Fall River,44,33917
2204,SD,Spink,28,32883
2205,SD,Meade,93,135230
2206,SD,Yankton,79,113355
2207,SD,Pennington,390,540653
2208,SD,Lawrence,88,125368
2209,SD,McPherson,Data Suppressed,12063
2210,SD,Kingsbury,31,24980
2211,SD,Ziebach,Data Suppressed,14177
2212,SD,Todd,Data Suppressed,50436
2213,SD,Stanley,Data Suppressed,14941
2214,SD,Mellette,Data Suppressed,10279
2215,SD,Shannon,35,71494
2216,SD,Perkins,17,14915
2217,SD,Sanborn,Data Suppressed,11836
2218,SD,Sully,Data Suppressed,7065
2219,SD,Lyman,Data Suppressed,19369
2220,SD,Minnehaha,661,918849
2221,SD,Hand,Data Suppressed,16578
2222,SD,McCook,26,27605
2223,SD,Lincoln,129,265660
2224,SD,Miner,Data Suppressed,11246
2225,SD,Edmunds,21,19846
2226,SD,Hyde,Data Suppressed,6794
2227,SD,Jackson,Data Suppressed,16356
2228,SD,Faulk,Data Suppressed,11623
2229,SD,Grant,39,36323
2230,SD,Hanson,Data Suppressed,17012
2231,SD,Hamlin,24,29822
2232,SD,Hughes,59,87862
2233,SD,Jerauld,Data Suppressed,10176
2234,SD,Harding,Data Suppressed,6278
2235,SD,Jones,Data Suppressed,4702
2236,SD,Lake,57,61723
2237,SD,Haakon,Data Suppressed,9390
2238,SD,Marshall,Data Suppressed,24157
2239,SD,Potter,Data Suppressed,11415
2240,TN,Williamson,415,1060623
2241,TN,Moore,22,31475
2242,TN,Cannon,58,69125
2243,TN,Clay,41,38421
2244,TN,Fayette,166,196778
2245,TN,Wilson,509,644659
2246,TN,Smith,91,96388
2247,TN,Van Buren,28,28327
2248,TN,Weakley,165,168858
2249,TN,Unicoi,95,89201
2250,TN,Shelby,2999,4688450
2251,TN,Sumner,721,878915
2252,TN,Knox,1832,2259982
2253,TN,Cumberland,389,290840
2254,TN,Haywood,72,89772
2255,TN,Sevier,548,476859
2256,TN,Warren,210,201291
2257,TN,Tipton,266,307216
2258,TN,Washington,630,632037
2259,TN,Sullivan,958,782291
2260,TN,Wayne,104,83538
2261,TN,Sequatchie,83,73303
2262,TN,Obion,185,153348
2263,TN,Humphreys,114,91348
2264,TN,Hardin,180,129006
2265,TN,Davidson,2228,3387956
2266,TN,Anderson,380,377662
2267,TN,Bedford,199,234363
2268,TN,DeKalb,112,97012
2269,TN,Lincoln,166,167932
2270,TN,Henry,194,161268
2271,TN,Franklin,221,206854
2272,TN,Bradley,487,517845
2273,TN,Carter,285,282535
2274,TN,Coffee,244,270253
2275,TN,White,174,131970
2276,TN,Trousdale,59,44656
2277,TN,Union,136,95830
2278,TN,Stewart,89,66244
2279,TN,Carroll,219,140670
2280,TN,Campbell,334,199069
2281,TN,Lawrence,257,212876
2282,TN,Lewis,85,59690
2283,TN,Marion,191,141820
2284,TN,Cocke,252,176231
2285,TN,Claiborne,263,157925
2286,TN,Decatur,97,58382
2287,TN,Hawkins,433,282064
2288,TN,Houston,58,40890
2289,TN,Benton,143,80734
2290,TN,Giles,161,145139
2291,TN,Greene,444,342588
2292,TN,Dickson,282,256625
2293,TN,Hardeman,161,128873
2294,TN,Hickman,163,122535
2295,TN,Lauderdale,152,133231
2296,TN,Cheatham,194,198544
2297,TN,Henderson,159,139397
2298,TN,Grundy,87,66755
2299,TN,Dyer,211,188649
2300,TN,Gibson,256,246163
2301,TN,Bledsoe,78,72101
2302,TN,Chester,86,85558
2303,TN,Blount,724,635732
2304,TN,Jackson,79,57862
2305,TN,McMinn,305,262924
2306,TN,Macon,125,115804
2307,TN,Madison,433,489532
2308,TN,Hamilton,1573,1772516
2309,TN,Rutherford,918,1491813
2310,TN,Crockett,83,72777
2311,TN,Jefferson,309,264343
2312,TN,Roane,333,264461
2313,TN,Loudon,330,255327
2314,TN,Pickett,33,25369
2315,TN,Hancock,46,33001
2316,TN,Fentress,144,89665
2317,TN,Grainger,169,114657
2318,TN,Monroe,346,228262
2319,TN,Putnam,380,377464
2320,TN,Hamblen,347,317177
2321,TN,Meigs,81,59153
2322,TN,Scott,133,109728
2323,TN,Marshall,184,158739
2324,TN,Montgomery,556,960162
2325,TN,McNairy,190,129715
2326,TN,Johnson,117,89161
2327,TN,Morgan,140,108064
2328,TN,Overton,179,109919
2329,TN,Robertson,317,342953
2330,TN,Rhea,227,162588
2331,TN,Lake,56,37920
2332,TN,Polk,136,83647
2333,TN,Perry,65,39373
2334,TN,Maury,450,438123
2335,TX,Maverick,63,287957
2336,TX,Hidalgo,962,4200380
2337,TX,Dimmit,18,53909
2338,TX,Brewster,20,46104
2339,TX,Webb,278,1348986
2340,TX,Frio,34,95558
2341,TX,Gonzales,55,102667
2342,TX,Fort Bend,1132,3560901
2343,TX,Bexar,3632,9465137
2344,TX,Andrews,26,87752
2345,TX,Deaf Smith,36,94930
2346,TX,Castro,17,39391
2347,TX,Cameron,678,2102548
2348,TX,El Paso,1170,4179258
2349,TX,Reeves,21,74147
2350,TX,Denton,1377,3904944
2351,TX,Gaines,32,99526
2352,TX,Hale,84,172418
2353,TX,Fayette,98,124712
2354,TX,Bee,70,163678
2355,TX,Bandera,93,106553
2356,TX,Brazos,334,1073349
2357,TX,Comal,411,645705
2358,TX,Collin,1586,4574026
2359,TX,Comanche,53,67498
2360,TX,Caldwell,111,202972
2361,TX,Duval,27,57151
2362,TX,Gillespie,109,129623
2363,TX,Floyd,18,29771
2364,TX,Jim Wells,74,206819
2365,TX,Hays,328,974174
2366,TX,Lamb,32,66812
2367,TX,Washington,103,173071
2368,TX,Val Verde,84,244996
2369,TX,Pecos,28,78979
2370,TX,Galveston,976,1604169
2371,TX,Grimes,106,136586
2372,TX,Goliad,33,37520
2373,TX,Erath,122,204864
2374,TX,Guadalupe,459,754901
2375,TX,Franklin,43,53243
2376,TX,Garza,17,32329
2377,TX,Dawson,47,65421
2378,TX,Baylor,20,17951
2379,TX,Brown,160,188921
2380,TX,Brazoria,874,1729779
2381,TX,Blanco,51,55343
2382,TX,Calhoun,88,109209
2383,TX,Callahan,58,68355
2384,TX,Clay,48,51932
2385,TX,Coleman,44,42087
2386,TX,Cooke,165,195746
2387,TX,Dallas,5337,12779978
2388,TX,Fisher,18,19451
2389,TX,Colorado,84,104613
2390,TX,Ellis,473,820724
2391,TX,Ector,355,779299
2392,TX,Austin,93,146522
2393,TX,Atascosa,114,240841
2394,TX,Lavaca,78,99227
2395,TX,Kendall,131,201443
2396,TX,Hockley,63,116243
2397,TX,Jack,28,44322
2398,TX,Kleberg,77,158027
2399,TX,Wharton,120,207276
2400,TX,Harris,8789,22669154
2401,TX,Wilson,123,235996
2402,TX,Willacy,41,109298
2403,TX,Williamson,1057,2538671
2404,TX,Lubbock,701,1489402
2405,TX,Ochiltree,20,52505
2406,TX,Somervell,24,43270
2407,TX,Travis,1844,5889670
2408,TX,Starr,115,317405
2409,TX,Uvalde,69,135120
2410,TX,Crosby,29,29449
2411,TX,Grayson,588,631178
2412,TX,DeWitt,106,102367
2413,TX,Glasscock,Data Suppressed,6700
2414,TX,Edwards,Data Suppressed,9568
2415,TX,Freestone,98,98331
2416,TX,Gray,96,114523
2417,TX,Hall,Data Suppressed,15508
2418,TX,Gregg,468,617018
2419,TX,Borden,Data Suppressed,3293
2420,TX,Angelina,366,438276
2421,TX,Burleson,91,88196
2422,TX,Bosque,121,89788
2423,TX,Briscoe,Data Suppressed,7630
2424,TX,Armstrong,Data Suppressed,9477
2425,TX,Bell,1070,1682599
2426,TX,Carson,Data Suppressed,30141
2427,TX,Childress,29,35892
2428,TX,Coke,21,16185
2429,TX,Bailey,Data Suppressed,35559
2430,TX,Brooks,Data Suppressed,36050
2431,TX,Culberson,Data Suppressed,11306
2432,TX,Delta,33,25846
2433,TX,Bowie,432,468454
2434,TX,Chambers,119,196366
2435,TX,Burnet,243,224790
2436,TX,Camp,58,63499
2437,TX,Crane,Data Suppressed,24123
2438,TX,Crockett,Data Suppressed,18494
2439,TX,Dallam,Data Suppressed,36134
2440,TX,Cherokee,251,258032
2441,TX,Cochran,Data Suppressed,14690
2442,TX,Cottle,Data Suppressed,7093
2443,TX,Coryell,244,378924
2444,TX,Concho,Data Suppressed,21016
2445,TX,Eastland,88,91314
2446,TX,Bastrop,293,401855
2447,TX,Archer,41,43956
2448,TX,Winkler,19,38927
2449,TX,Smith,866,1111377
2450,TX,Houston,117,114413
2451,TX,Kerr,245,254197
2452,TX,Howard,108,183092
2453,TX,Hood,298,276833
2454,TX,Karnes,47,76013
2455,TX,Jefferson,860,1274160
2456,TX,Jones,70,99673
2457,TX,Swisher,31,37681
2458,TX,Tarrant,4795,9928117
2459,TX,Hardin,221,279989
2460,TX,Wheeler,22,27937
2461,TX,Yoakum,20,42491
2462,TX,Haskell,25,29129
2463,TX,Hamilton,44,41103
2464,TX,Hardeman,16,19905
2465,TX,Rockwall,215,452222
2466,TX,Wilbarger,51,64916
2467,TX,Waller,127,242242
2468,TX,Matagorda,140,183681
2469,TX,Medina,160,242995
2470,TX,Live Oak,49,60266
2471,TX,McLennan,793,1229016
2472,TX,Llano,143,101062
2473,TX,Mitchell,28,43649
2474,TX,Milam,111,122280
2475,TX,Moore,48,109677
2476,TX,Navarro,193,241412
2477,TX,Midland,328,800789
2478,TX,McCulloch,40,40748
2479,TX,Montgomery,1495,2679819
2480,TX,Nueces,917,1793159
2481,TX,San Patricio,208,334476
2482,TX,Randall,388,652858
2483,TX,Real,19,16788
2484,TX,Runnels,38,51515
2485,TX,Refugio,24,36426
2486,TX,Taylor,399,678037
2487,TX,Scurry,61,86607
2488,TX,Terry,36,63503
2489,TX,San Saba,21,29720
2490,TX,Dickens,Data Suppressed,11127
2491,TX,Collingsworth,Data Suppressed,15120
2492,TX,Fannin,202,169102
2493,TX,Donley,21,17177
2494,TX,Falls,78,86412
2495,TX,Cass,189,150551
2496,TX,Anderson,246,289234
2497,TX,Aransas,171,123913
2498,TX,Foard,Data Suppressed,6197
2499,TX,Kimble,Data Suppressed,22144
2500,TX,Wood,304,216295
2501,TX,Henderson,547,398638
2502,TX,Van Zandt,287,268164
2503,TX,Zapata,Data Suppressed,72057
2504,TX,San Augustine,50,42064
2505,TX,Johnson,603,800555
2506,TX,Hill,173,175494
2507,TX,Hunt,419,451733
2508,TX,Knox,18,18735
2509,TX,Kenedy,Data Suppressed,2171
2510,TX,Kent,Data Suppressed,3784
2511,TX,Kinney,Data Suppressed,18240
2512,TX,King,Data Suppressed,1397
2513,TX,Hudspeth,Data Suppressed,19034
2514,TX,Hansford,Data Suppressed,27820
2515,TX,Hopkins,168,179694
2516,TX,Hutchinson,92,108579
2517,TX,Harrison,273,332788
2518,TX,Hartley,Data Suppressed,29215
2519,TX,Lampasas,118,102120
2520,TX,Kaufman,419,574212
2521,TX,Jasper,160,177262
2522,TX,Jackson,70,73840
2523,TX,Irion,Data Suppressed,7800
2524,TX,Jeff Davis,Data Suppressed,11150
2525,TX,Hemphill,Data Suppressed,20632
2526,TX,Jim Hogg,Data Suppressed,26429
2527,TX,La Salle,Data Suppressed,37763
2528,TX,Lamar,270,247025
2529,TX,Throckmorton,Data Suppressed,7834
2530,TX,Wichita,474,659223
2531,TX,Trinity,119,72552
2532,TX,Ward,42,57418
2533,TX,Upton,Data Suppressed,17886
2534,TX,Sterling,Data Suppressed,6552
2535,TX,Wise,264,315903
2536,TX,Zavala,Data Suppressed,60880
2537,TX,McMullen,Data Suppressed,4001
2538,TX,Martin,Data Suppressed,27587
2539,TX,Menard,Data Suppressed,10613
2540,TX,Mason,Data Suppressed,20645
2541,TX,Liberty,331,399843
2542,TX,Lee,75,84165
2543,TX,Limestone,122,117505
2544,TX,Lynn,Data Suppressed,28890
2545,TX,Loving,Data Suppressed,567
